REGISTRATION,TYPE,OPERATOR / AIRLINES,CATEGORY,PARKING STAND,IS_SYNTHETIC
SYNTH-257,CL604,JIP,CHARTER,B6,True
SYNTH-258,B733,JIP,CHARTER,B7,True
SYNTH-259,CL850,JIP,CHARTER,B7,True
SYNTH-260,B733,JIP,CHARTER,B7,True
SYNTH-261,B350,JIP,CHARTER,B7,True
SYNTH-262,C404,JIP,CHARTER,B7,True
SYNTH-263,CL850,JIP,CHARTER,B7,True
SYNTH-264,C404,JIP,CHARTER,B7,True
SYNTH-265,B733,JIP,CHARTER,B7,True
SYNTH-266,G IV,JIP,CHARTER,B7,True
SYNTH-267,G IV,JIP,CHARTER,B7,True
SYNTH-268,CL604,JIP,CHARTER,B7,True
SYNTH-269,B350,JIP,CHARTER,B7,True
SYNTH-270,B350,JIP,CHARTER,B7,True
SYNTH-271,B350,JIP,CHARTER,B7,True
SYNTH-272,B350,JIP,CHARTER,B7,True
SYNTH-273,CL604,JIP,CHARTER,B7,True
SYNTH-274,G IV,JIP,CHARTER,B7,True
SYNTH-275,B733,JIP,CHARTER,B7,True
SYNTH-276,CL604,JIP,CHARTER,B7,True
SYNTH-277,CL850,JIP,CHARTER,B7,True
SYNTH-278,G IV,JIP,CHARTER,B7,True
SYNTH-279,B350,JIP,CHARTER,B7,True
SYNTH-280,CL604,JIP,CHARTER,B7,True
SYNTH-281,C404,JIP,CHARTER,B7,True
SYNTH-282,B733,JIP,CHARTER,B7,True
SYNTH-283,CL850,JIP,CHARTER,B7,True
SYNTH-284,C404,JIP,CHARTER,B2,True
SYNTH-285,CL604,JIP,CHARTER,B2,True
SYNTH-286,CL604,JIP,CHARTER,B2,True
SYNTH-287,B733,JIP,CHARTER,B2,True
SYNTH-288,C404,JIP,CHARTER,B2,True
SYNTH-289,G IV,JIP,CHARTER,B2,True
SYNTH-290,CL604,JIP,CHARTER,B2,True
SYNTH-291,G IV,JIP,CHARTER,B2,True
SYNTH-292,CL850,JIP,CHARTER,B2,True
SYNTH-293,G IV,JIP,CHARTER,B2,True
SYNTH-294,CL604,JIP,CHARTER,B2,True
SYNTH-295,B733,JIP,CHARTER,B2,True
SYNTH-296,G IV,JIP,CHARTER,B2,True
SYNTH-297,CL604,JIP,CHARTER,B2,True
SYNTH-298,C404,JIP,CHARTER,B2,True
SYNTH-299,B350,JIP,CHARTER,B2,True
SYNTH-300,B733,JIP,CHARTER,B2,True
SYNTH-301,CL604,JIP,CHARTER,B2,True
SYNTH-302,C404,JIP,CHARTER,B1,True
SYNTH-303,B733,JIP,CHARTER,B1,True
SYNTH-304,CL850,JIP,CHARTER,B1,True
SYNTH-305,G IV,JIP,CHARTER,B1,True
SYNTH-306,CL604,JIP,CHARTER,B1,True
SYNTH-307,B733,JIP,CHARTER,B1,True
SYNTH-308,B350,JIP,CHARTER,B1,True
SYNTH-309,B350,JIP,CHARTER,B1,True
SYNTH-310,B350,JIP,CHARTER,B1,True
SYNTH-311,CL850,JIP,CHARTER,B1,True
SYNTH-312,CL850,JIP,CHARTER,B1,True
SYNTH-313,CL850,JIP,CHARTER,B1,True
SYNTH-314,G IV,JIP,CHARTER,B1,True
SYNTH-315,CL850,JIP,CHARTER,B8,True
SYNTH-316,CL850,JIP,CHARTER,B8,True
SYNTH-317,C404,JIP,CHARTER,B8,True
SYNTH-318,G IV,JIP,CHARTER,B8,True
SYNTH-319,CL850,JIP,CHARTER,B8,True
SYNTH-320,G IV,JIP,CHARTER,B8,True
SYNTH-321,CL604,JIP,CHARTER,B8,True
SYNTH-322,CL604,JIP,CHARTER,B8,True
SYNTH-323,G IV,JIP,CHARTER,B8,True
SYNTH-324,G IV,JIP,CHARTER,B9,True
SYNTH-325,B733,JIP,CHARTER,B9,True
SYNTH-326,C404,JIP,CHARTER,B9,True
SYNTH-327,CL604,JIP,CHARTER,B9,True
SYNTH-328,CL604,JIP,CHARTER,B9,True
SYNTH-329,B350,JIP,CHARTER,B9,True
SYNTH-330,C404,JIP,CHARTER,A3,True
SYNTH-331,G IV,JIP,CHARTER,A3,True
SYNTH-332,C404,JIP,CHARTER,A3,True
SYNTH-333,CL850,JIP,CHARTER,A3,True
SYNTH-334,CL850,JIP,CHARTER,A3,True
SYNTH-335,G IV,JIP,CHARTER,A1,True
SYNTH-336,G IV,JIP,CHARTER,A1,True
SYNTH-337,G IV,JIP,CHARTER,A1,True
SYNTH-338,B733,JIP,CHARTER,A1,True
SYNTH-339,CL604,JIP,CHARTER,A1,True
SYNTH-340,CL604,JIP,CHARTER,A2,True
SYNTH-341,B733,JIP,CHARTER,A2,True
SYNTH-342,C404,JIP,CHARTER,A2,True
SYNTH-343,B733,JIP,CHARTER,A2,True
SYNTH-344,C404,JIP,CHARTER,A2,True
SYNTH-345,B733,JIP,CHARTER,B10,True
SYNTH-346,B733,JIP,CHARTER,B10,True
SYNTH-347,G IV,JIP,CHARTER,B10,True
SYNTH-348,B350,JIP,CHARTER,B10,True
SYNTH-349,G IV,JIP,CHARTER,B10,True
SYNTH-350,B733,JIP,CHARTER,B11,True
SYNTH-351,B350,JIP,CHARTER,B11,True
SYNTH-352,CL604,JIP,CHARTER,B11,True
SYNTH-353,B350,JIP,CHARTER,B11,True
SYNTH-354,C404,JIP,CHARTER,B11,True
SYNTH-355,CL850,JIP,CHARTER,B12,True
SYNTH-356,B733,JIP,CHARTER,B12,True
SYNTH-357,CL850,JIP,CHARTER,B12,True
SYNTH-358,C404,JIP,CHARTER,B12,True
SYNTH-359,G IV,JIP,CHARTER,B12,True
SYNTH-360,CL850,JIP,CHARTER,B13,True
SYNTH-361,B350,JIP,CHARTER,B13,True
SYNTH-362,B733,JIP,CHARTER,B13,True
SYNTH-363,B733,JIP,CHARTER,B13,True
SYNTH-364,B350,JIP,CHARTER,B13,True
SYNTH-0,CL604,KARISMA,CHARTER,B3,True
SYNTH-1,G IV,KARISMA,CHARTER,B3,True
SYNTH-2,CL604,KARISMA,CHARTER,B3,True
SYNTH-3,B733,KARISMA,CHARTER,B3,True
SYNTH-4,CL604,KARISMA,CHARTER,B3,True
SYNTH-5,CL850,KARISMA,CHARTER,B3,True
SYNTH-6,CL604,KARISMA,CHARTER,B3,True
SYNTH-7,CL604,KARISMA,CHARTER,B3,True
SYNTH-8,B733,KARISMA,CHARTER,B3,True
SYNTH-9,C404,KARISMA,CHARTER,B3,True
SYNTH-10,B350,KARISMA,CHARTER,B3,True
SYNTH-11,G IV,KARISMA,CHARTER,B3,True
SYNTH-12,CL850,KARISMA,CHARTER,B3,True
SYNTH-13,B350,KARISMA,CHARTER,B3,True
SYNTH-14,CL850,KARISMA,CHARTER,B3,True
SYNTH-15,B733,KARISMA,CHARTER,B3,True
SYNTH-16,G IV,KARISMA,CHARTER,B3,True
SYNTH-17,B350,KARISMA,CHARTER,B3,True
SYNTH-18,G IV,KARISMA,CHARTER,B3,True
SYNTH-19,G IV,KARISMA,CHARTER,B3,True
SYNTH-20,B350,KARISMA,CHARTER,B3,True
SYNTH-21,CL850,KARISMA,CHARTER,B3,True
SYNTH-22,CL604,KARISMA,CHARTER,B3,True
SYNTH-23,B350,KARISMA,CHARTER,B3,True
SYNTH-24,C404,KARISMA,CHARTER,B3,True
SYNTH-25,B733,KARISMA,CHARTER,B3,True
SYNTH-26,G IV,KARISMA,CHARTER,B3,True
SYNTH-27,CL850,KARISMA,CHARTER,B3,True
SYNTH-28,G IV,KARISMA,CHARTER,B3,True
SYNTH-29,CL850,KARISMA,CHARTER,B3,True
SYNTH-30,C404,KARISMA,CHARTER,B3,True
SYNTH-31,CL850,KARISMA,CHARTER,B3,True
SYNTH-32,C404,KARISMA,CHARTER,B3,True
SYNTH-33,G IV,KARISMA,CHARTER,B3,True
SYNTH-34,G IV,KARISMA,CHARTER,B3,True
SYNTH-35,CL850,KARISMA,CHARTER,B3,True
SYNTH-36,CL604,KARISMA,CHARTER,B3,True
SYNTH-37,G IV,KARISMA,CHARTER,B3,True
SYNTH-38,B350,KARISMA,CHARTER,B3,True
SYNTH-39,CL604,KARISMA,CHARTER,B3,True
SYNTH-40,CL850,KARISMA,CHARTER,B3,True
SYNTH-41,CL850,KARISMA,CHARTER,B3,True
SYNTH-42,B350,KARISMA,CHARTER,B3,True
SYNTH-43,CL850,KARISMA,CHARTER,B3,True
SYNTH-44,CL604,KARISMA,CHARTER,B3,True
SYNTH-45,CL850,KARISMA,CHARTER,B3,True
SYNTH-46,B733,KARISMA,CHARTER,B3,True
SYNTH-47,CL604,KARISMA,CHARTER,B3,True
SYNTH-48,CL604,KARISMA,CHARTER,B3,True
SYNTH-49,C404,KARISMA,CHARTER,B3,True
SYNTH-50,B733,KARISMA,CHARTER,B3,True
SYNTH-51,B733,KARISMA,CHARTER,B3,True
SYNTH-52,G IV,KARISMA,CHARTER,B3,True
SYNTH-53,CL604,KARISMA,CHARTER,B3,True
SYNTH-54,B733,KARISMA,CHARTER,B3,True
SYNTH-55,B733,KARISMA,CHARTER,B3,True
SYNTH-56,CL850,KARISMA,CHARTER,B3,True
SYNTH-57,G IV,KARISMA,CHARTER,B3,True
SYNTH-58,CL850,KARISMA,CHARTER,B3,True
SYNTH-59,C404,KARISMA,CHARTER,B3,True
SYNTH-60,B350,KARISMA,CHARTER,B3,True
SYNTH-61,CL850,KARISMA,CHARTER,B3,True
SYNTH-62,C404,KARISMA,CHARTER,B3,True
SYNTH-63,B733,KARISMA,CHARTER,B3,True
SYNTH-64,C404,KARISMA,CHARTER,B3,True
SYNTH-65,B733,KARISMA,CHARTER,B3,True
SYNTH-66,CL604,KARISMA,CHARTER,B3,True
SYNTH-67,C404,KARISMA,CHARTER,B3,True
SYNTH-68,B350,KARISMA,CHARTER,B3,True
SYNTH-69,C404,KARISMA,CHARTER,B3,True
SYNTH-70,CL850,KARISMA,CHARTER,B3,True
SYNTH-71,CL850,KARISMA,CHARTER,B3,True
SYNTH-72,G IV,KARISMA,CHARTER,B3,True
SYNTH-73,B350,KARISMA,CHARTER,B3,True
SYNTH-74,G IV,KARISMA,CHARTER,B3,True
SYNTH-75,CL850,KARISMA,CHARTER,B3,True
SYNTH-76,B733,KARISMA,CHARTER,B3,True
SYNTH-77,B733,KARISMA,CHARTER,B3,True
SYNTH-78,C404,KARISMA,CHARTER,B3,True
SYNTH-79,C404,KARISMA,CHARTER,B3,True
SYNTH-80,G IV,KARISMA,CHARTER,B3,True
SYNTH-81,B733,KARISMA,CHARTER,B3,True
SYNTH-82,B350,KARISMA,CHARTER,B3,True
SYNTH-83,B733,KARISMA,CHARTER,B3,True
SYNTH-84,G IV,KARISMA,CHARTER,B3,True
SYNTH-85,CL604,KARISMA,CHARTER,B3,True
SYNTH-86,CL850,KARISMA,CHARTER,B3,True
SYNTH-87,B350,KARISMA,CHARTER,B3,True
SYNTH-88,B350,KARISMA,CHARTER,B3,True
SYNTH-89,CL850,KARISMA,CHARTER,B3,True
SYNTH-90,C404,KARISMA,CHARTER,B3,True
SYNTH-91,C404,KARISMA,CHARTER,B3,True
SYNTH-92,C404,KARISMA,CHARTER,B3,True
SYNTH-93,B350,KARISMA,CHARTER,B3,True
SYNTH-94,CL850,KARISMA,CHARTER,B3,True
SYNTH-95,CL604,KARISMA,CHARTER,B3,True
SYNTH-96,G IV,KARISMA,CHARTER,B3,True
SYNTH-97,B733,KARISMA,CHARTER,B3,True
SYNTH-98,B733,KARISMA,CHARTER,B3,True
SYNTH-99,B350,KARISMA,CHARTER,B3,True
SYNTH-100,CL604,KARISMA,CHARTER,B4,True
SYNTH-101,G IV,KARISMA,CHARTER,B4,True
SYNTH-102,G IV,KARISMA,CHARTER,B4,True
SYNTH-103,B733,KARISMA,CHARTER,B4,True
SYNTH-104,C404,KARISMA,CHARTER,B4,True
SYNTH-105,C404,KARISMA,CHARTER,B4,True
SYNTH-106,CL604,KARISMA,CHARTER,B4,True
SYNTH-107,B733,KARISMA,CHARTER,B4,True
SYNTH-108,CL604,KARISMA,CHARTER,B4,True
SYNTH-109,G IV,KARISMA,CHARTER,B4,True
SYNTH-110,C404,KARISMA,CHARTER,B4,True
SYNTH-111,CL850,KARISMA,CHARTER,B4,True
SYNTH-112,CL850,KARISMA,CHARTER,B4,True
SYNTH-113,B733,KARISMA,CHARTER,B4,True
SYNTH-114,B733,KARISMA,CHARTER,B4,True
SYNTH-115,CL850,KARISMA,CHARTER,B4,True
SYNTH-116,C404,KARISMA,CHARTER,B4,True
SYNTH-117,CL850,KARISMA,CHARTER,B4,True
SYNTH-118,C404,KARISMA,CHARTER,B4,True
SYNTH-119,B733,KARISMA,CHARTER,B4,True
SYNTH-120,B733,KARISMA,CHARTER,B4,True
SYNTH-121,C404,KARISMA,CHARTER,B4,True
SYNTH-122,G IV,KARISMA,CHARTER,B4,True
SYNTH-123,B350,KARISMA,CHARTER,B4,True
SYNTH-124,C404,KARISMA,CHARTER,B4,True
SYNTH-125,C404,KARISMA,CHARTER,B4,True
SYNTH-126,B350,KARISMA,CHARTER,B4,True
SYNTH-127,G IV,KARISMA,CHARTER,B4,True
SYNTH-128,CL850,KARISMA,CHARTER,B4,True
SYNTH-129,CL604,KARISMA,CHARTER,B4,True
SYNTH-130,G IV,KARISMA,CHARTER,B4,True
SYNTH-131,B733,KARISMA,CHARTER,B4,True
SYNTH-132,CL850,KARISMA,CHARTER,B4,True
SYNTH-133,CL604,KARISMA,CHARTER,B4,True
SYNTH-134,B350,KARISMA,CHARTER,B4,True
SYNTH-135,G IV,KARISMA,CHARTER,B4,True
SYNTH-136,C404,KARISMA,CHARTER,B4,True
SYNTH-137,CL850,KARISMA,CHARTER,B4,True
SYNTH-138,B350,KARISMA,CHARTER,B4,True
SYNTH-139,C404,KARISMA,CHARTER,B4,True
SYNTH-140,CL850,KARISMA,CHARTER,B4,True
SYNTH-141,B350,KARISMA,CHARTER,B4,True
SYNTH-142,CL850,KARISMA,CHARTER,B4,True
SYNTH-143,C404,KARISMA,CHARTER,B4,True
SYNTH-144,C404,KARISMA,CHARTER,B4,True
SYNTH-145,C404,KARISMA,CHARTER,B4,True
SYNTH-146,B350,KARISMA,CHARTER,B4,True
SYNTH-147,C404,KARISMA,CHARTER,B4,True
SYNTH-148,C404,KARISMA,CHARTER,B4,True
SYNTH-149,CL604,KARISMA,CHARTER,B4,True
SYNTH-150,CL850,KARISMA,CHARTER,B4,True
SYNTH-151,B350,KARISMA,CHARTER,B4,True
SYNTH-152,G IV,KARISMA,CHARTER,B4,True
SYNTH-153,B350,KARISMA,CHARTER,B4,True
SYNTH-154,C404,KARISMA,CHARTER,B4,True
SYNTH-155,C404,KARISMA,CHARTER,B4,True
SYNTH-156,B350,KARISMA,CHARTER,B4,True
SYNTH-157,B733,KARISMA,CHARTER,B4,True
SYNTH-158,C404,KARISMA,CHARTER,B4,True
SYNTH-159,B350,KARISMA,CHARTER,B4,True
SYNTH-160,CL604,KARISMA,CHARTER,B4,True
SYNTH-161,CL850,KARISMA,CHARTER,B4,True
SYNTH-162,C404,KARISMA,CHARTER,B4,True
SYNTH-163,G IV,KARISMA,CHARTER,B4,True
SYNTH-164,G IV,KARISMA,CHARTER,B4,True
SYNTH-165,C404,KARISMA,CHARTER,B4,True
SYNTH-166,B350,KARISMA,CHARTER,B4,True
SYNTH-167,CL604,KARISMA,CHARTER,B4,True
SYNTH-168,B733,KARISMA,CHARTER,B4,True
SYNTH-169,G IV,KARISMA,CHARTER,B4,True
SYNTH-170,CL604,KARISMA,CHARTER,B4,True
SYNTH-171,CL604,KARISMA,CHARTER,B5,True
SYNTH-172,B733,KARISMA,CHARTER,B5,True
SYNTH-173,CL604,KARISMA,CHARTER,B5,True
SYNTH-174,C404,KARISMA,CHARTER,B5,True
SYNTH-175,G IV,KARISMA,CHARTER,B5,True
SYNTH-176,G IV,KARISMA,CHARTER,B5,True
SYNTH-177,CL850,KARISMA,CHARTER,B5,True
SYNTH-178,B733,KARISMA,CHARTER,B5,True
SYNTH-179,CL850,KARISMA,CHARTER,B5,True
SYNTH-180,CL850,KARISMA,CHARTER,B5,True
SYNTH-181,G IV,KARISMA,CHARTER,B5,True
SYNTH-182,CL850,KARISMA,CHARTER,B5,True
SYNTH-183,C404,KARISMA,CHARTER,B5,True
SYNTH-184,B350,KARISMA,CHARTER,B5,True
SYNTH-185,C404,KARISMA,CHARTER,B5,True
SYNTH-186,C404,KARISMA,CHARTER,B5,True
SYNTH-187,B733,KARISMA,CHARTER,B5,True
SYNTH-188,G IV,KARISMA,CHARTER,B5,True
SYNTH-189,CL850,KARISMA,CHARTER,B5,True
SYNTH-190,CL850,KARISMA,CHARTER,B5,True
SYNTH-191,C404,KARISMA,CHARTER,B5,True
SYNTH-192,G IV,KARISMA,CHARTER,B5,True
SYNTH-193,B350,KARISMA,CHARTER,B5,True
SYNTH-194,B733,KARISMA,CHARTER,B5,True
SYNTH-195,B733,KARISMA,CHARTER,B5,True
SYNTH-196,CL604,KARISMA,CHARTER,B5,True
SYNTH-197,CL850,KARISMA,CHARTER,B5,True
SYNTH-198,G IV,KARISMA,CHARTER,B5,True
SYNTH-199,CL604,KARISMA,CHARTER,B5,True
SYNTH-200,B733,KARISMA,CHARTER,B5,True
SYNTH-201,CL850,KARISMA,CHARTER,B5,True
SYNTH-202,B733,KARISMA,CHARTER,B5,True
SYNTH-203,G IV,KARISMA,CHARTER,B5,True
SYNTH-204,C404,KARISMA,CHARTER,B5,True
SYNTH-205,B733,KARISMA,CHARTER,B5,True
SYNTH-206,B350,KARISMA,CHARTER,B5,True
SYNTH-207,C404,KARISMA,CHARTER,B5,True
SYNTH-208,G IV,KARISMA,CHARTER,B5,True
SYNTH-209,C404,KARISMA,CHARTER,B5,True
SYNTH-210,B733,KARISMA,CHARTER,B5,True
SYNTH-211,CL850,KARISMA,CHARTER,B5,True
SYNTH-212,B350,KARISMA,CHARTER,B5,True
SYNTH-213,B350,KARISMA,CHARTER,B5,True
SYNTH-214,G IV,KARISMA,CHARTER,B5,True
SYNTH-215,G IV,KARISMA,CHARTER,B5,True
SYNTH-216,B350,KARISMA,CHARTER,B5,True
SYNTH-217,C404,KARISMA,CHARTER,B5,True
SYNTH-218,B350,KARISMA,CHARTER,B5,True
SYNTH-219,CL604,KARISMA,CHARTER,B5,True
SYNTH-220,C404,KARISMA,CHARTER,B5,True
SYNTH-221,B733,KARISMA,CHARTER,B5,True
SYNTH-222,B350,KARISMA,CHARTER,B6,True
SYNTH-223,CL604,KARISMA,CHARTER,B6,True
SYNTH-224,B733,KARISMA,CHARTER,B6,True
SYNTH-225,C404,KARISMA,CHARTER,B6,True
SYNTH-226,CL850,KARISMA,CHARTER,B6,True
SYNTH-227,CL604,KARISMA,CHARTER,B6,True
SYNTH-228,G IV,KARISMA,CHARTER,B6,True
SYNTH-229,CL850,KARISMA,CHARTER,B6,True
SYNTH-230,CL604,KARISMA,CHARTER,B6,True
SYNTH-231,CL850,KARISMA,CHARTER,B6,True
SYNTH-232,G IV,KARISMA,CHARTER,B6,True
SYNTH-233,C404,KARISMA,CHARTER,B6,True
SYNTH-234,CL850,KARISMA,CHARTER,B6,True
SYNTH-235,B350,KARISMA,CHARTER,B6,True
SYNTH-236,G IV,KARISMA,CHARTER,B6,True
SYNTH-237,CL604,KARISMA,CHARTER,B6,True
SYNTH-238,CL850,KARISMA,CHARTER,B6,True
SYNTH-239,C404,KARISMA,CHARTER,B6,True
SYNTH-240,C404,KARISMA,CHARTER,B6,True
SYNTH-241,G IV,KARISMA,CHARTER,B6,True
SYNTH-242,B350,KARISMA,CHARTER,B6,True
SYNTH-243,B733,KARISMA,CHARTER,B6,True
SYNTH-244,B350,KARISMA,CHARTER,B6,True
SYNTH-245,B733,KARISMA,CHARTER,B6,True
SYNTH-246,B350,KARISMA,CHARTER,B6,True
SYNTH-247,C404,KARISMA,CHARTER,B6,True
SYNTH-248,B733,KARISMA,CHARTER,B6,True
SYNTH-249,CL850,KARISMA,CHARTER,B6,True
SYNTH-250,B350,KARISMA,CHARTER,B6,True
SYNTH-251,B733,KARISMA,CHARTER,B6,True
SYNTH-252,C404,KARISMA,CHARTER,B6,True
SYNTH-253,C404,KARISMA,CHARTER,B6,True
SYNTH-254,CL604,KARISMA,CHARTER,B6,True
SYNTH-255,B733,KARISMA,CHARTER,B6,True
SYNTH-256,C404,KARISMA,CHARTER,B6,True
SYNTH-257,C404,KARISMA,CHARTER,B6,True
SYNTH-258,G IV,KARISMA,CHARTER,B7,True
SYNTH-259,CL604,KARISMA,CHARTER,B7,True
SYNTH-260,B350,KARISMA,CHARTER,B7,True
SYNTH-261,B350,KARISMA,CHARTER,B7,True
SYNTH-262,C404,KARISMA,CHARTER,B7,True
SYNTH-263,B350,KARISMA,CHARTER,B7,True
SYNTH-264,CL850,KARISMA,CHARTER,B7,True
SYNTH-265,CL604,KARISMA,CHARTER,B7,True
SYNTH-266,C404,KARISMA,CHARTER,B7,True
SYNTH-267,CL604,KARISMA,CHARTER,B7,True
SYNTH-268,CL604,KARISMA,CHARTER,B7,True
SYNTH-269,CL850,KARISMA,CHARTER,B7,True
SYNTH-270,B733,KARISMA,CHARTER,B7,True
SYNTH-271,B350,KARISMA,CHARTER,B7,True
SYNTH-272,CL850,KARISMA,CHARTER,B7,True
SYNTH-273,C404,KARISMA,CHARTER,B7,True
SYNTH-274,G IV,KARISMA,CHARTER,B7,True
SYNTH-275,CL850,KARISMA,CHARTER,B7,True
SYNTH-276,CL850,KARISMA,CHARTER,B7,True
SYNTH-277,CL604,KARISMA,CHARTER,B7,True
SYNTH-278,B350,KARISMA,CHARTER,B7,True
SYNTH-279,G IV,KARISMA,CHARTER,B7,True
SYNTH-280,B733,KARISMA,CHARTER,B7,True
SYNTH-281,G IV,KARISMA,CHARTER,B7,True
SYNTH-282,CL604,KARISMA,CHARTER,B7,True
SYNTH-283,CL850,KARISMA,CHARTER,B7,True
SYNTH-284,G IV,KARISMA,CHARTER,B2,True
SYNTH-285,B350,KARISMA,CHARTER,B2,True
SYNTH-286,C404,KARISMA,CHARTER,B2,True
SYNTH-287,G IV,KARISMA,CHARTER,B2,True
SYNTH-288,B733,KARISMA,CHARTER,B2,True
SYNTH-289,CL850,KARISMA,CHARTER,B2,True
SYNTH-290,B350,KARISMA,CHARTER,B2,True
SYNTH-291,CL850,KARISMA,CHARTER,B2,True
SYNTH-292,CL604,KARISMA,CHARTER,B2,True
SYNTH-293,B350,KARISMA,CHARTER,B2,True
SYNTH-294,B350,KARISMA,CHARTER,B2,True
SYNTH-295,CL850,KARISMA,CHARTER,B2,True
SYNTH-296,C404,KARISMA,CHARTER,B2,True
SYNTH-297,C404,KARISMA,CHARTER,B2,True
SYNTH-298,B350,KARISMA,CHARTER,B2,True
SYNTH-299,CL850,KARISMA,CHARTER,B2,True
SYNTH-300,C404,KARISMA,CHARTER,B2,True
SYNTH-301,CL850,KARISMA,CHARTER,B2,True
SYNTH-302,C404,KARISMA,CHARTER,B1,True
SYNTH-303,G IV,KARISMA,CHARTER,B1,True
SYNTH-304,B733,KARISMA,CHARTER,B1,True
SYNTH-305,B350,KARISMA,CHARTER,B1,True
SYNTH-306,CL850,KARISMA,CHARTER,B1,True
SYNTH-307,C404,KARISMA,CHARTER,B1,True
SYNTH-308,CL604,KARISMA,CHARTER,B1,True
SYNTH-309,CL604,KARISMA,CHARTER,B1,True
SYNTH-310,CL604,KARISMA,CHARTER,B1,True
SYNTH-311,B733,KARISMA,CHARTER,B1,True
SYNTH-312,C404,KARISMA,CHARTER,B1,True
SYNTH-313,C404,KARISMA,CHARTER,B1,True
SYNTH-314,C404,KARISMA,CHARTER,B1,True
SYNTH-315,B733,KARISMA,CHARTER,B8,True
SYNTH-316,C404,KARISMA,CHARTER,B8,True
SYNTH-317,C404,KARISMA,CHARTER,B8,True
SYNTH-318,C404,KARISMA,CHARTER,B8,True
SYNTH-319,CL850,KARISMA,CHARTER,B8,True
SYNTH-320,G IV,KARISMA,CHARTER,B8,True
SYNTH-321,B733,KARISMA,CHARTER,B8,True
SYNTH-322,B733,KARISMA,CHARTER,B8,True
SYNTH-323,B733,KARISMA,CHARTER,B8,True
SYNTH-324,B350,KARISMA,CHARTER,B9,True
SYNTH-325,C404,KARISMA,CHARTER,B9,True
SYNTH-326,CL850,KARISMA,CHARTER,B9,True
SYNTH-327,CL604,KARISMA,CHARTER,B9,True
SYNTH-328,B350,KARISMA,CHARTER,B9,True
SYNTH-329,G IV,KARISMA,CHARTER,B9,True
SYNTH-330,CL604,KARISMA,CHARTER,A3,True
SYNTH-331,B350,KARISMA,CHARTER,A3,True
SYNTH-332,CL850,KARISMA,CHARTER,A3,True
SYNTH-333,B350,KARISMA,CHARTER,A3,True
SYNTH-334,CL850,KARISMA,CHARTER,A3,True
SYNTH-335,B350,KARISMA,CHARTER,A1,True
SYNTH-336,CL604,KARISMA,CHARTER,A1,True
SYNTH-337,G IV,KARISMA,CHARTER,A1,True
SYNTH-338,CL604,KARISMA,CHARTER,A1,True
SYNTH-339,B733,KARISMA,CHARTER,A1,True
SYNTH-340,B350,KARISMA,CHARTER,A2,True
SYNTH-341,B350,KARISMA,CHARTER,A2,True
SYNTH-342,CL604,KARISMA,CHARTER,A2,True
SYNTH-343,G IV,KARISMA,CHARTER,A2,True
SYNTH-344,G IV,KARISMA,CHARTER,A2,True
SYNTH-345,CL850,KARISMA,CHARTER,B10,True
SYNTH-346,G IV,KARISMA,CHARTER,B10,True
SYNTH-347,B733,KARISMA,CHARTER,B10,True
SYNTH-348,CL604,KARISMA,CHARTER,B10,True
SYNTH-349,B350,KARISMA,CHARTER,B10,True
SYNTH-350,G IV,KARISMA,CHARTER,B11,True
SYNTH-351,G IV,KARISMA,CHARTER,B11,True
SYNTH-352,CL604,KARISMA,CHARTER,B11,True
SYNTH-353,B733,KARISMA,CHARTER,B11,True
SYNTH-354,B733,KARISMA,CHARTER,B11,True
SYNTH-355,B733,KARISMA,CHARTER,B12,True
SYNTH-356,B733,KARISMA,CHARTER,B12,True
SYNTH-357,CL850,KARISMA,CHARTER,B12,True
SYNTH-358,G IV,KARISMA,CHARTER,B12,True
SYNTH-359,G IV,KARISMA,CHARTER,B12,True
SYNTH-360,CL850,KARISMA,CHARTER,B13,True
SYNTH-361,G IV,KARISMA,CHARTER,B13,True
SYNTH-362,B350,KARISMA,CHARTER,B13,True
SYNTH-363,C404,KARISMA,CHARTER,B13,True
SYNTH-364,B733,KARISMA,CHARTER,B13,True
SYNTH-0,B733,PREMI,CHARTER,B3,True
SYNTH-1,CL604,PREMI,CHARTER,B3,True
SYNTH-2,G IV,PREMI,CHARTER,B3,True
SYNTH-3,B733,PREMI,CHARTER,B3,True
SYNTH-4,G IV,PREMI,CHARTER,B3,True
SYNTH-5,G IV,PREMI,CHARTER,B3,True
SYNTH-6,G IV,PREMI,CHARTER,B3,True
SYNTH-7,CL604,PREMI,CHARTER,B3,True
SYNTH-8,B350,PREMI,CHARTER,B3,True
SYNTH-9,CL850,PREMI,CHARTER,B3,True
SYNTH-10,B350,PREMI,CHARTER,B3,True
SYNTH-11,B733,PREMI,CHARTER,B3,True
SYNTH-12,B733,PREMI,CHARTER,B3,True
SYNTH-13,G IV,PREMI,CHARTER,B3,True
SYNTH-14,CL850,PREMI,CHARTER,B3,True
SYNTH-15,CL850,PREMI,CHARTER,B3,True
SYNTH-16,B733,PREMI,CHARTER,B3,True
SYNTH-17,CL850,PREMI,CHARTER,B3,True
SYNTH-18,G IV,PREMI,CHARTER,B3,True
SYNTH-19,G IV,PREMI,CHARTER,B3,True
SYNTH-20,G IV,PREMI,CHARTER,B3,True
SYNTH-21,CL604,PREMI,CHARTER,B3,True
SYNTH-22,CL850,PREMI,CHARTER,B3,True
SYNTH-23,B733,PREMI,CHARTER,B3,True
